Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³)
2022-09-05 00:00:00,29.9,64.55,18.05,51.13,41.68,33.19,7.26,0.6,81.83,2.43
2022-09-06 00:00:00,44.91,96.26,19.45,56.11,45.42,33.66,10.21,0.85,55.21,7.05
2022-09-07 00:00:00,54.35,103.43,21.32,63.24,50.62,34.28,13.01,0.84,61.28,3.36
2022-09-08 00:00:00,73.65,120.12,19.85,55.93,45.75,33.64,11.46,1.13,54.7,7.21
2022-09-09 00:00:00,70.07,99.53,18.75,55.09,44.33,33.42,9.77,1.01,58.78,3.82
2022-09-10 00:00:00,64.95,88.99,17.65,50.25,40.97,33.1,7.59,1.01,41.47,10.78
2022-09-11 00:00:00,42.48,72.99,17.49,49.24,40.31,33.05,7.11,0.77,43.43,7.69
2022-09-12 00:00:00,34.52,56.81,17.4,47.03,39.05,32.78,11.13,1.08,42.99,6.63
2022-09-13 00:00:00,22.46,46.34,18.1,49.44,40.91,32.89,9.83,0.76,33.27,2.25
2022-09-14 00:00:00,23.32,46.96,17.72,47.41,39.54,33.2,10.71,0.81,35.28,1.96
2022-09-15 00:00:00,21.68,33.99,18.35,49.53,41.14,33,8.92,0.57,36.38,2.83
2022-09-16 00:00:00,22.83,36.2,16.34,43.03,36,28.64,8.11,1.21,3.65,2.17
2022-09-17 00:00:00,43.62,89.28,11.43,18.88,19.15,20.36,13.3,1,8.8,1.06
2022-09-18 00:00:00,64.52,126.56,11.29,16.06,17.33,18.88,11.14,1.63,20.44,1.24
2022-09-19 00:00:00,88.67,158.47,9.78,18.89,17.9,19.99,12.6,1.66,9.37,2.09
2022-09-20 00:00:00,65.18,110.35,9.38,19.22,17.77,22.47,13.53,2,9.28,2.37
2022-09-21 00:00:00,55.62,92,9.71,19.43,18.17,24.55,12.97,1.37,20.62,2.79
2022-09-22 00:00:00,32.79,48.38,10.64,18.8,18.53,19.81,14.43,0.97,20.94,3.04
2022-09-23 00:00:00,38.08,47.1,10.47,17.14,17.47,19.67,13.02,1.17,21.02,3.73
2022-09-24 00:00:00,33.54,43.71,9.85,18.87,17.97,20.07,13.48,0.95,20.93,6.85
2022-09-25 00:00:00,30.22,52.22,10.47,17.71,17.77,19.45,15.12,0.82,21.03,7.13
2022-09-26 00:00:00,65.46,126.32,9.94,19.64,18.38,20.31,13.57,1.7,28.27,7.7
2022-09-27 00:00:00,50.42,118.34,9.05,18.71,17.23,20.57,14.34,1.23,56.52,8.2
2022-09-28 00:00:00,71.28,163.58,11.37,17.78,18.55,19.7,9.86,1.45,68.27,11.68
2022-09-29 00:00:00,83.53,154.38,10.88,17.63,18.05,19.67,11.29,1.56,75.91,11.09
2022-09-30 00:00:00,103.06,177.99,11.81,17.15,18.46,19.34,14.04,1.46,75.05,7.85
2022-10-01 00:00:00,99.1,163.84,9.71,18.83,17.84,20.47,11.16,2.24,73.55,11.55
2022-10-02 00:00:00,76.28,140.45,8.81,19.39,17.43,20.38,13.62,1.62,83.13,14.64
2022-10-03 00:00:00,43.71,95.53,9.02,20.22,18.06,20.26,15.48,0.77,89.46,12.52
2022-10-04 00:00:00,65.08,133.59,8.91,19.46,17.55,20.55,14.57,1.3,70.92,14.63
2022-10-05 00:00:00,103.84,167.34,9.63,19.85,18.3,20.28,12.51,1.71,48.36,13.12
2022-10-06 00:00:00,32.08,62.43,13.58,39.61,31.62,86.49,15.12,1.05,38.81,8.21
2022-10-07 00:00:00,39.16,71.42,13.1,43.93,33.09,205.12,10.46,1.09,36.9,7.17
2022-10-08 00:00:00,46,64.25,13.97,58.14,41.76,236.5,11.65,0.68,33.62,8.82
2022-10-09 00:00:00,34.8,41.3,13.03,44.5,33.52,217.7,12.9,0.55,35.38,1.54
2022-10-10 00:00:00,41.33,53.67,13.2,53.7,38.99,218.9,11.77,0.88,35.39,2.21
2022-10-11 00:00:00,67.32,115.71,14.26,79.65,53.42,244.59,12.72,1.95,40.77,4.93
2022-10-12 00:00:00,107.21,191.73,14.25,70.56,48.39,238.24,10.06,1.53,58.79,15.68
2022-10-13 00:00:00,94.98,186.09,13.15,40.53,31.08,248.76,8.87,0.9,67.54,9.93
2022-10-14 00:00:00,116.63,199.06,12.46,27.46,23.58,228.3,11.91,1.05,78.22,10.98
2022-10-15 00:00:00,95.37,202.09,14.21,66.52,45.97,284.71,12.04,1.97,78.33,12.58
2022-10-16 00:00:00,118.35,226.01,17.92,116.63,94.32,345.49,13.25,2.63,49.17,15.99
2022-10-17 00:00:00,111.83,217.52,21.45,207.4,142.88,344.19,17.38,2.87,51.36,17.54
2022-10-18 00:00:00,104.76,211.41,23.57,163.3,126.58,349.08,16.57,3.9,46.54,11.03
2022-10-19 00:00:00,111.5,230.22,27.41,133.84,215.62,228.69,13.36,4.78,50.83,12.25
2022-10-20 00:00:00,119.88,231.86,21.17,146.77,101.45,237.42,15,3.36,49.3,9.17
2022-10-21 00:00:00,130.91,242.36,21,96.69,68.39,151.87,13.71,3.53,32.29,11.69
2022-10-22 00:00:00,135.33,234.24,16.35,48.3,38.89,116.77,14.54,2.09,33.33,16.15
2022-10-23 00:00:00,136.73,220.69,92.75,120.51,109.79,95.53,33.09,2.66,34.2,10.57
2022-10-24 00:00:00,194.48,286.22,27.49,93.87,72.27,48.21,43.14,1.79,30.56,10.3
2022-10-25 00:00:00,156.79,241.68,25.51,93.55,70.51,63.68,30.42,1.93,33.94,10.66
2022-10-26 00:00:00,143.66,213.89,65.41,194.98,164.1,61.58,10.07,2.91,40.61,8.44
2022-10-27 00:00:00,185.53,256.96,92.78,217.81,198.48,98.32,12.82,3.85,38.62,13.13
2022-10-28 00:00:00,219.41,294.75,110.75,137.39,163.13,157.7,13.93,5.22,27.04,17.33
2022-10-29 00:00:00,238.92,315.02,97.92,125,147.06,140.21,12.82,4.9,31.59,20.26
2022-10-30 00:00:00,189.38,261.22,107.34,126.01,154.29,161.69,11.95,4.3,29.8,14.83
2022-10-31 00:00:00,247.26,315.62,102.42,130.69,152.79,159.28,10.99,4.87,27.44,11.84
2022-11-01 00:00:00,246.54,320.25,126.7,150.69,183.17,190.52,12.46,5.89,33.64,15.77
2022-11-02 00:00:00,259.79,324.99,55.22,84.05,89.59,114.59,9.09,2.71,24.94,12.4
2022-11-03 00:00:00,415.06,485.9,65.44,96.21,104.38,111.22,13.6,4.18,28.73,16.2
2022-11-04 00:00:00,299.73,359.99,106.49,112.24,146.28,191.83,7.24,5.24,15.73,17.55
2022-11-05 00:00:00,179.23,224.58,53.26,55.92,73.05,101.75,7.54,2.56,15.95,12.96
2022-11-06 00:00:00,160.88,209.61,50.11,58.46,71.83,105.23,8.29,2.62,16.06,17.79
2022-11-07 00:00:00,169.42,237.71,75.34,72.48,99.14,145.61,2.13,3.47,16.35,7.61
2022-11-08 00:00:00,204.48,279.43,78.73,91.47,111.9,132.53,7.13,2.84,19.01,4.72
2022-11-09 00:00:00,98.72,138.13,139.22,187.09,173.78,54.81,13.18,3.25,20.6,8.79
2022-11-10 00:00:00,134.36,182.82,122.9,182,174.37,97.15,8.57,2.6,23.57,13.45
2022-11-11 00:00:00,149.99,190.16,67.83,123.25,120.71,71.85,9.47,1.64,27.4,10.27
2022-11-12 00:00:00,159.63,189.22,58.67,120.14,111.6,61.8,10.4,1.52,30.55,11.32
2022-11-13 00:00:00,126.39,155.22,78.68,130.89,132.49,58.2,9.69,1.74,26.13,17.18
2022-11-14 00:00:00,112.1,140.54,102.99,165.2,171.6,88.42,4.53,2.3,10.92,16.39
2022-11-15 00:00:00,74.26,92.87,123.4,160.12,172.88,116.49,8.93,2.09,15.06,10.21
2022-11-16 00:00:00,106.55,134.04,40.23,57.68,63.39,42.72,8.03,0.74,15.53,15.59
2022-11-17 00:00:00,160.48,212.28,42.78,65.26,69.49,46.42,6.91,0.98,18.18,10.1
2022-11-18 00:00:00,175.34,238.57,69.61,116.52,118.57,39.29,7.92,1.68,18.1,19.23
2022-11-19 00:00:00,162.6,247.86,114.69,197.87,198.49,58.85,9.23,2.63,14.3,26.93
2022-11-20 00:00:00,185.91,257.04,72.39,125.65,125.68,50.63,8.03,1.58,18.08,19.59
2022-11-21 00:00:00,171.96,235.67,57.49,98.55,99.15,43.5,9.46,1.37,18.2,15.11
2022-11-22 00:00:00,85.93,142.27,45.69,77.57,78.41,40.36,9.76,1.02,18.68,10.43
2022-11-23 00:00:00,71.11,124.66,53.32,88.65,90.82,38.56,6.8,1.13,18.02,13.11
2022-11-24 00:00:00,88.48,152.38,65.45,108.63,110.99,39.56,8.09,1.45,19.1,7.91
2022-11-25 00:00:00,112.12,186.5,107.04,188.41,187.24,55.85,8.63,2.58,17.59,14.63
2022-11-26 00:00:00,203.82,292.88,87.04,153.03,151.49,50.22,9.18,2.23,17.21,20.05
2022-11-27 00:00:00,153.23,233.63,100.26,173.37,173.72,57.14,8.9,2.44,17.74,18.68
2022-11-28 00:00:00,154.68,251.98,164.36,248.52,245.44,64.8,7.1,3.72,6.5,26.76
2022-11-29 00:00:00,182.16,287,157.12,272.12,269.95,82.08,11.38,4.25,12.46,22.93
2022-11-30 00:00:00,194.45,284.43,93.86,169.3,166.36,70.38,10.86,2.39,15.68,15.16
2022-12-01 00:00:00,236.85,328.07,86.94,156.98,154.18,60.52,10.46,2.47,17,18.71
2022-12-02 00:00:00,219.37,305.64,111.09,200.53,193.75,59.21,9.43,2.96,15.45,10.99
2022-12-03 00:00:00,292.32,385.64,139.53,247.61,245.15,65.98,10.67,3.62,13.35,11.67
2022-12-04 00:00:00,274.31,360.53,94.03,165.64,164.55,70.45,10.05,2.13,17.17,15.11
2022-12-05 00:00:00,218.28,299.76,83.07,146.25,145.33,54.77,12.14,1.83,14.68,15.68
2022-12-06 00:00:00,214.08,289.35,44.25,87.67,82.6,58.75,10.53,0.55,16.9,11.66
2022-12-07 00:00:00,147.24,202,34.45,60.89,60.4,48.68,9.89,0.25,19.17,7.82
2022-12-08 00:00:00,99.06,168.56,52.35,92.96,92.02,45.69,11.79,0.74,17.48,10.44
2022-12-09 00:00:00,122.27,203.65,100.4,156.05,150.24,55.87,13.1,1.9,13.6,15.77
2022-12-10 00:00:00,168.41,261.55,127.09,216.38,218.42,79.66,11.21,2.07,10.93,29.73
2022-12-11 00:00:00,115.77,178.15,59.95,100.23,102.04,49.69,11.66,0.29,11.14,13.36
2022-12-12 00:00:00,84.87,134.54,48.31,83.33,83.59,51.8,9.38,0.2,12.72,8.43
2022-12-13 00:00:00,61.96,107.65,37.48,58.85,61.68,41.4,9.6,0.91,19.3,7.32
2022-12-14 00:00:00,74.33,113.72,36.59,55.54,59.29,43.47,6.71,0.79,25.91,12.79
2022-12-15 00:00:00,55.45,104.24,43.14,77.43,76.25,37.38,8.37,1.07,22.2,15.91
2022-12-16 00:00:00,88.46,145.64,65.02,117.4,115.31,35.15,9.66,1.9,22.27,14.09
2022-12-17 00:00:00,162.54,222.73,103.62,129.44,148.93,65.11,7.87,2.64,18.87,16.47
2022-12-18 00:00:00,294.72,365.82,202.65,96.53,217.08,113.62,8.58,2.88,22.23,20.02
2022-12-19 00:00:00,240.16,315.48,230.85,96.08,254.9,123.23,7.18,2.95,17.56,16.16
2022-12-20 00:00:00,207.1,274.41,189.33,86.53,209.44,98.53,8.29,2.66,17.7,17.39
2022-12-21 00:00:00,162.12,218.78,139.75,56.75,143.8,103.84,7.11,1.45,11.73,11.05
2022-12-22 00:00:00,146.57,211.85,163.5,69.56,169.8,105.07,9.23,0.92,12.23,15.91
2022-12-23 00:00:00,182.59,219.12,156.29,71.52,165.11,89.46,8.22,0.45,14.43,13.92
2022-12-24 00:00:00,163.03,182.81,130.69,55.16,135.59,81.25,10.13,0.5,13.93,13.13
2022-12-25 00:00:00,156.05,173.28,83.2,35.23,86.37,76.11,8.04,0.5,13.41,8.08
2022-12-26 00:00:00,168.56,181.22,115.87,51.99,121.85,81.21,7.87,1.63,9.11,10.16
2022-12-27 00:00:00,165.81,175.43,82.29,52.88,95.03,86.22,8.58,1.64,12.82,2.86
2022-12-28 00:00:00,129.53,134.78,85.27,45.46,93.51,72.93,8.78,1.42,22.08,0.21
2022-12-29 00:00:00,173.49,180.08,127.12,73.61,142.51,78.23,9.14,1.91,21.5,3.23
2022-12-30 00:00:00,202.05,207.68,202.56,67.89,203.46,94.33,8.52,2.74,11.68,14.49
2022-12-31 00:00:00,127.56,132.05,100.26,25.57,95.12,118.22,8.07,1.21,16.59,11.96
2023-01-01 00:00:00,138.7048611,167.2638889,142.8318182,47.21180556,152.0105072,95.22992424,8.306746032,2.007743056,22.58888889,11.28361111
2023-01-02 00:00:00,292.0833333,361.4201389,139.2732639,52.08888889,140.9392361,118.3628472,8.173611111,1.6175,10.68888889,11.73003472
2023-01-03 00:00:00,284.0902778,366.8402778,103.0611111,36.83194444,103.3864583,106.4697917,9.490625,1.038611111,12.28680556,9.743958333
2023-01-04 00:00:00,222.8333333,286.8715278,89.38263889,33.78819444,90.64131944,97.46493056,7.804513889,0.289473684,14.43888889,10.35152778
2023-01-05 00:00:00,268.9375,352.9861111,145.7868056,55.975,148.2947917,91.31527778,9.584027778,2.499772727,11.18541667,12.38163194
2023-01-06 00:00:00,311.6006944,441.6319444,105.1805556,55.62534722,115.0986111,102.3701389,10.09548611,1.531631944,11.5,12.08010417
2023-01-07 00:00:00,290.5104167,413.4618056,124.7642361,57.13263889,131.8239583,85.06770833,12.26076389,1.959618056,11.775,15.84965278
2023-01-08 00:00:00,325.365942,436.9756944,145.2315972,57.88923611,148.8701389,91.06770833,11.15972222,2.435729167,12.97326389,16.18583333
2023-01-09 00:00:00,479.8452381,618.5416667,195.2086806,86.87673611,205.7850694,116.8732639,10.14826389,3.526041667,8.482986111,21.05052083
2023-01-10 00:00:00,332.7465278,410.8333333,156.1350694,49.29027778,153.1583333,109.403125,8.659375,2.393923611,15.46805556,17.07434028
2023-01-11 00:00:00,278.0416667,338.0555556,116.1805556,47.60798611,119.7756944,96.27847222,9.087152778,1.509548611,16.67986111,9.779201389
2023-01-12 00:00:00,313.5173611,385.4375,139.3875,44.21875,136.8388889,95.32361111,7.525694444,1.989444444,16.57708333,11.13850694
2023-01-13 00:00:00,334.0694444,402.3194444,125.3163194,42.36736111,124.4114583,115.175,8.943402778,2.092326389,16.83645833,13.348125
2023-01-14 00:00:00,224.9756944,280.3125,79.15590278,19.70243056,74.81631944,113.5506944,7.58125,0.981458333,38.69826389,8.518993056
2023-01-15 00:00:00,103.3478261,158.8586957,69.4452381,20.28928571,67.06011905,85.30119048,15.81493056,0.954930556,46.81597222,9.086309524
2023-01-16 00:00:00,179.5694444,250.2326389,166.700641,125.2083333,201.9788462,151.6102564,10.00138889,1.559166667,38.87534722,10.78653846
2023-01-17 00:00:00,176.3020833,245.7291667,182.8477273,167.4354167,206.8789683,161.778125,7.177430556,1.781354167,35.69895833,13.58715278
2023-01-18 00:00:00,232.4652778,330.8298611,213.7632353,230.8628788,245.4307292,193.1427083,9.280208333,2.807118056,33.19548611,18.05315972
2023-01-19 00:00:00,228.7651515,338.4621212,206.4815217,213.234375,258.6390152,225.5704861,9.525,1.942048611,34.57638889,15.55347222
2023-01-20 00:00:00,108.5173611,163.75,128.5357639,76.32638889,141.54375,190.0708333,8.626041667,0.880069444,37.08506944,6.521493056
2023-01-21 00:00:00,255.7256944,353.0555556,238.3743056,167.8795139,279.2604167,217.28125,8.921212121,1.915868056,23.15451389,13.88967391
2023-01-22 00:00:00,283.4583333,377.8055556,221.8199275,176.6125,255.2223485,240.7982639,9.364236111,1.946006944,27.68194444,13.59576389
2023-01-23 00:00:00,202.2986111,307.5729167,237.7145833,201.7528986,270.7491667,210.242029,9.78125,2.637395833,29.88298611,13.08128472
2023-01-24 00:00:00,143.5347222,196.8506944,275.3927083,156.8423611,299.7440972,224.2868056,7.740972222,1.243645833,14.95451389,7.766388889
2023-01-25 00:00:00,178.6111111,233.8194444,222.5598485,126.0027778,228.5857143,244.1954861,5.723611111,1.401631944,14.81423611,12.86184028
2023-01-26 00:00:00,189.2465278,235.4895833,127.9239583,39.56770833,124.2743056,249.2246528,6.961458333,0.8134375,23.56597222,8.291145833
2023-01-27 00:00:00,67.04347826,125.9791667,120.6506944,72.86493056,136.6569444,186.7045139,6.79375,0.812361111,58.01701389,7.464861111
2023-01-28 00:00:00,130.1215278,207.5590278,153.4532609,103.93125,156.3015152,147.4958333,7.547569444,1.508368056,55.07430556,13.62055556
2023-01-29 00:00:00,256.0659722,328.3715278,252.1105263,229.7732639,293.7399123,234.9392361,5.638888889,2.679756944,13.13715278,15.76236111
2023-01-30 00:00:00,119.5362319,148.3611111,221.7496528,125.4951389,246.4079861,171.9649306,5.781597222,1.425069444,15.64548611,7.042256944
2023-01-31 00:00:00,122.9236111,159.71875,165.8631944,68.22743056,169.9614583,218.3180556,6.269565217,1.000555556,24.84513889,9.824270833
2023-02-01 00:00:00,65.96527778,119.3784722,125.1239583,55.109375,129.66875,199.4118056,5.412152778,0.738159722,41.20486111,8.490208333
2023-02-02 00:00:00,78.4375,148.8368056,121.3,69.70972222,135.4225694,172.6097222,7.211458333,0.866006944,43.01145833,9.299340278
2023-02-03 00:00:00,111.6388889,210.7951389,168.5776515,128.6138889,158.4,175.8576389,7.20625,1.525590278,38.84340278,13.48715278
2023-02-04 00:00:00,137.0555556,230.8020833,151.3111111,108.9447917,180.7711806,210.1277778,7.582986111,1.100729167,40.63159722,10.96753472
2023-02-05 00:00:00,111.3854167,199.5104167,137.9608333,130.0864583,148.2775,184.159375,8.523611111,1.310138889,41.54722222,7.839930556
2023-02-06 00:00:00,276.4756944,389.3854167,314.9070513,322.8572464,323.1383333,227.3427536,10.80590278,3.366631944,22.35694444,13.58118056
2023-02-07 00:00:00,229.5659722,310.9236111,174.8136364,100.1731884,188.4628788,203.3992754,7.272826087,1.279637681,20.04710145,11.26643939
2023-02-08 00:00:00,114.1180556,195.7048611,94.62708333,82.87673611,121.0166667,90.67986111,10.83090278,1.099652778,26.84756944,10.31375
2023-02-09 00:00:00,184.2348485,263.280303,131.0575,119.81,170.0145833,73.53125,21.94275362,1.575688406,16.2375,10.07041667
2023-02-10 00:00:00,179.057971,269.6413043,43.24875,106.77125,91.96416667,39.405,11.20729167,2.004270833,14.41423611,8.871909722
2023-02-11 00:00:00,178.8854167,287.3263889,40.74548611,92.34375,82.24548611,57.83680556,9.771527778,1.752638889,27.35972222,12.69059028
2023-02-12 00:00:00,40.15686275,98.45833333,18.525,31.76284722,31.95277778,36.50104167,9.262152778,0.581770833,36.54340278,6.581458333
2023-02-13 00:00:00,47.68055556,122.2881944,15.73402778,25.39756944,26.29826389,28.86979167,9.842013889,0.559201389,46.13784722,7.076527778
2023-02-14 00:00:00,60.18181818,128.0871212,16.47291667,36.02395833,32.54861111,29.57048611,10.81875,0.79875,35.15868056,8.305451389
2023-02-15 00:00:00,89.81944444,175.40625,18.65347222,47.540625,40.45625,34.36805556,10.98229167,1.115277778,26.13541667,12.10836806
2023-02-16 00:00:00,224.8263889,340.2638889,58.10643939,139.2128788,121.294697,60.21628788,8.667028986,3.035451389,27.1557971,15.96757937
2023-02-17 00:00:00,192.95,162.9953704,97.62638889,208.3850694,190.2121528,120.9020833,8.611458333,4.095243056,25.81527778,19.06923611
2023-02-18 00:00:00,216.1076389,312.1909722,78.26979167,163.13125,150.6010417,112.4697917,6.98125,3.224479167,28.72326389,18.46399306
2023-02-19 00:00:00,271.7673611,382.1979167,79.34513889,167.590625,153.6520833,108.509375,7.249652778,2.917048611,22.76493056,15.41854167
2023-02-20 00:00:00,279.1631944,413.0486111,74.78368056,152.2486111,141.7815972,105.0295139,11.59930556,2.522013889,20.49791667,12.82909722
2023-02-21 00:00:00,246.675,375.2934783,38.70590278,69.32395833,68.34583333,85.76319444,6.867857143,1.343020833,31.49027778,12.29881944
2023-02-22 00:00:00,298.625,454.3541667,45.71284722,83.73125,81.70243056,85.27777778,4.045175439,1.757743056,25.87361111,15.28503472
2023-02-23 00:00:00,76.71590909,196.9583333,38.24791667,66.575,66.5125,82.628125,3.053030303,0.966319444,25.38194444,12.06572917
2023-02-24 00:00:00,80.16287879,213.2840909,41.33020833,79.74201389,76.01909722,73.21493056,4.38125,1.270659722,31.64340278,13.01052083
2023-02-25 00:00:00,119.9513889,231.6666667,63.71736111,125.2725694,117.725,81.71875,8.297569444,2.108576389,33.15277778,13.55256944
2023-02-26 00:00:00,156.6284722,279.2222222,79.33090278,159.8795139,149.5291667,110.10625,10.00763889,2.200289855,30.834375,15.7384375
2023-02-27 00:00:00,118.0520833,232.5138889,59.92569444,111.7833333,108.1819444,82.58854167,7.200694444,1.153458333,32.12534722,13.04309028
2023-02-28 00:00:00,85.88194444,196.7986111,80.35942029,127.0373188,132.9018116,97.76594203,7.746296296,1.021990741,15.99673913,14.59344697
2023-03-01 00:00:00,68.24652778,181.9097222,75.01041667,117.1458333,123.2541667,100.4819444,9.063043478,1.635173611,17.43125,26.86479167
2023-03-02 00:00:00,90.81944444,189.4340278,70.88958333,107.44375,114.8086806,123.5930556,14.18298611,1.368888889,23.096875,29.46666667
2023-03-03 00:00:00,56.98611111,126.5729167,50.04652778,56.42673611,70.70277778,91.41458333,6.847222222,0.762083333,20.79722222,21.82711806
2023-03-04 00:00:00,50.05208333,119.6006944,46.10694444,48.54548611,63.35451389,84.49722222,9.238888889,0.751909722,20.68923611,24.12940972
2023-03-05 00:00:00,52.70833333,110.4166667,49.53888889,49.36145833,66.52916667,84.83819444,8.283680556,0.6884375,23.71770833,18.34243056
2023-03-06 00:00:00,63.44097222,116.3715278,48.45104167,54.51979167,68.37569444,79.53472222,9.606597222,0.800555556,27.46840278,18.20434028
2023-03-07 00:00:00,93.76449275,165.2608696,73.26388889,110.5638889,118.3663194,78.99826389,10.73993056,1.281590909,27.29340278,24.92854167
2023-03-08 00:00:00,129.4305556,194.3680556,88.734375,108.3952899,121.6025362,113.3940972,11.62569444,1.430350877,33.259375,26.71
2023-03-09 00:00:00,59.09375,115.0347222,58.83611111,69.90243056,85.16006944,65.48159722,8.4875,0.878194444,33.72916667,16.20510417
2023-03-10 00:00:00,91.06597222,163.5034722,62.01145833,78.93055556,92.39583333,77.32326389,11.55763889,1.118636364,24.60104167,30.95690972
2023-03-11 00:00:00,86.36805556,152.7569444,84.17256944,129.1347222,137.1027778,82.69673913,13.190625,1.726423611,27.89305556,33.54277778
2023-03-12 00:00:00,102.0625,201.2118056,108.5270833,188.7586806,188.6315972,109.5194444,14.01701389,2.268125,35.81423611,35.28677083
